Appliances	dT_out6	dT_kitchen	dRH_kitchen	dT_living	dT_laundry
36.6667	-0.4517	-0.2239	-0.2900	-0.2522	0.0122
50.0000	-0.5256	-0.1767	-0.1133	-0.1983	-0.1008
36.6667	-0.4111	-0.2017	-0.0967	-0.2267	-0.0092
43.3333	-0.2228	-0.1972	-0.1017	-0.1994	-0.0833
50.0000	-0.3278	-0.1661	-0.0550	-0.1672	-0.0778
296.6667	-0.0256	-0.1644	-0.0417	-0.0844	-0.3011
210.0000	0.9850	-0.0806	0.2339	0.0986	0.9789
256.6667	2.5525	0.1233	0.9767	0.7103	0.3250
126.6667	1.6792	0.3078	0.3578	0.7000	0.4578
71.6667	1.1411	0.3453	-2.6460	0.0300	-0.6850
68.3333	1.0731	0.5764	-0.3513	0.3783	-0.1811
50.0000	0.6825	0.3083	-0.2489	0.1728	-0.0433
61.6667	0.3750	0.3622	-0.7874	0.1556	-0.0500
48.3333	-0.1678	0.0667	-0.6243	0.2544	0.0000
53.3333	-1.0139	-0.0450	-0.3719	-0.1514	-0.1161
153.3333	-2.7514	-0.2158	0.0385	-0.3360	-0.2400
155.0000	-2.0015	0.1669	4.2907	0.1690	0.0960
105.0000	-0.7553	0.2911	-2.6189	0.3378	-0.0876
101.6667	-0.6670	0.1128	-1.3214	0.3167	-0.0033
61.6667	-0.5437	-0.0444	-0.4158	-0.1161	-0.0469
58.3333	-0.5658	-0.1978	0.3311	-0.4456	-0.3153
50.0000	-0.4908	-0.2394	0.5839	-0.4344	-0.1194
61.6667	0.6178	-0.2983	0.1022	-0.4233	-0.0022
55.0000	0.1342	-0.2422	-0.0322	-0.3156	0.1828
56.6667	-0.7075	-0.2578	-0.1256	-0.2478	-0.0222
61.6667	-0.2411	-0.2089	0.1764	-0.2300	0.0444
48.3333	-0.1756	-0.1844	0.1008	-0.1956	0.0167
60.0000	-0.3828	-0.1867	-0.0222	-0.1756	-0.0639
61.6667	-0.3337	-0.1789	-0.1439	-0.1789	-0.1031
56.6667	0.1603	-0.1039	-0.1367	-0.1039	-0.2721
58.3333	1.4517	-0.1444	-0.7522	-0.0067	-0.0010
78.3333	2.1649	-0.1128	-0.3582	0.6440	-0.2546
71.6667	1.8328	0.1511	2.5776	0.7910	0.1255
53.3333	1.5240	0.2822	0.3300	0.2478	-0.0046
75.0000	0.9431	0.2889	-1.6856	0.0917	-0.0129
71.6667	0.6390	0.3289	-0.6717	0.1211	0.0914
56.6667	0.6422	0.2822	-0.5789	0.1650	0.0693
78.3333	0.5650	-0.0967	-0.3350	-0.1901	0.0205
78.3333	-0.8078	-0.1967	0.0044	-0.1987	-0.0927
91.6667	-1.8483	-0.0200	0.0489	0.0311	0.0029
100.0000	-1.0139	0.3322	0.2856	0.4992	0.1321
78.3333	-0.0278	0.3292	-0.2221	0.3169	-0.1226
95.0000	-0.1000	-0.0192	0.3565	-0.0306	0.0733
53.3333	-1.2811	-0.0972	0.7672	-0.1289	-0.0671
51.6667	-0.9978	-0.1483	0.5024	-0.3839	-0.2262
48.3333	-0.1792	-0.2244	0.2393	-0.4294	-0.0400
51.6667	0.1258	-0.2056	-0.0789	-0.3211	-0.0443
55.0000	0.1276	-0.1950	0.0406	-0.2767	0.1629
40.0000	-0.4632	-0.2089	0.0933	-0.2506	0.0514
56.6667	0.0089	-0.2161	0.0161	-0.2078	-0.0492
46.6667	0.9497	-0.1628	0.0100	-0.1906	0.0511
51.6667	0.8036	-0.1639	0.0944	-0.1278	-0.0564
56.6667	0.4833	-0.1067	0.2922	-0.1222	-0.0417
68.3333	0.5116	-0.0667	-0.1211	0.0208	-0.1960
155.0000	0.8265	-0.0667	-0.2183	0.0942	-0.1254
75.0000	1.2625	0.0778	-0.3906	0.4083	0.0029
303.3333	1.4721	0.2467	1.5911	0.5394	0.0838
123.3333	1.0859	0.3556	1.1175	0.2828	0.1605
60.0000	0.5591	0.1656	-1.5553	0.0111	0.0640
40.0000	0.6560	0.1178	-1.7122	-0.0667	-0.0120
41.6667	-0.2069	-0.1283	-0.8206	-0.1517	-0.1225
65.0000	-0.8619	-0.2350	-0.1889	-0.2056	-0.0209
83.3333	-0.9719	-0.1550	0.5206	0.0811	-0.0594
180.0000	-0.9761	0.0756	0.4478	0.1400	0.0381
135.0000	-0.6594	0.3428	1.9656	0.3022	0.2036
80.0000	-0.3794	0.2478	-0.5233	0.2478	0.0091
85.0000	-0.2278	0.3647	-0.4049	0.5068	0.0797
61.6667	-0.1654	0.3592	-0.4562	0.4004	0.1278
46.6667	-0.1090	-0.0061	-0.2189	-0.0911	-0.3193
45.0000	-0.3367	-0.1639	0.1856	-0.3636	0.0026
40.0000	-0.2186	-0.2083	0.3044	-0.3619	0.1385
45.0000	-0.0753	-0.2167	0.2344	-0.3206	0.0833
38.3333	-0.1850	-0.2189	0.0244	-0.2642	0.0833
48.3333	-0.0056	-0.1961	0.0511	-0.2353	-0.0500
40.0000	-0.6889	-0.1917	0.1728	-0.2044	0.0833
41.6667	-1.0944	-0.1772	0.0972	-0.1968	-0.0614
56.6667	-0.6639	-0.1583	0.0072	-0.2332	-0.0410
68.3333	-0.0344	-0.0978	0.0694	-0.1306	-0.1658
140.0000	0.7178	-0.0667	1.0689	-0.0339	-0.2126
320.0000	1.8272	-0.0333	-0.4461	0.6833	0.0410
311.6667	1.7726	0.0167	0.2878	0.2967	1.1095
445.0000	1.3468	0.4628	4.0889	0.2511	0.9367
130.0000	1.7067	0.3289	-1.9528	0.1878	0.9819
140.0000	1.6958	0.1694	-1.1289	0.0217	-0.9051
250.0000	0.5425	0.2822	0.4144	0.3289	-0.1191
111.6667	-0.2744	0.1400	0.4211	0.1439	0.7708
203.3333	-0.8312	-0.0428	-1.1828	-0.1722	-0.4412
166.6667	-2.1046	-0.1394	0.2611	-0.2622	0.5029
45.0000	-1.5825	-0.0994	-0.2761	-0.2322	-0.4889
45.0000	-0.4024	-0.2272	-0.8406	-0.2839	-0.3922
35.0000	0.4407	-0.2300	-0.5172	-0.2689	-0.3128
46.6667	0.7456	-0.2178	-0.3244	-0.1936	-0.2827
45.0000	0.7490	-0.1856	-0.0978	-0.1647	-0.1671
38.3333	0.5799	-0.1594	0.4956	-0.1089	-0.1062
46.6667	0.1833	-0.0928	0.3678	-0.1011	0.0296
41.6667	-0.4503	-0.1147	0.3511	-0.0661	-0.0757
43.3333	-0.0419	-0.1119	0.3000	-0.0739	-0.2439
46.6667	0.3501	-0.0989	0.3444	-0.0778	-0.0567
36.6667	0.4421	-0.0911	0.2856	-0.0833	0.1005
48.3333	0.5033	-0.0611	0.3989	0.0000	-0.0005
46.6667	0.4842	-0.0778	0.3311	-0.1100	0.0000
38.3333	0.4336	-0.0806	0.3778	0.0000	0.0633
48.3333	0.5789	0.1556	1.5836	0.2011	-0.2602
273.3333	0.7750	0.6272	0.7419	0.8606	0.1374
206.6667	0.7150	0.9878	-0.3978	1.2231	0.2504
120.0000	0.1344	0.4422	-0.7153	0.5642	0.0681
350.0000	0.4794	0.3744	1.9525	0.4000	0.8566
138.3333	0.5128	0.4461	-0.6750	0.4333	1.3067
65.0000	-0.3511	0.1806	-1.2417	0.1328	-0.5725
85.0000	-0.4529	0.1567	-0.3783	0.2383	-0.3332
95.0000	-0.2099	0.3578	-0.2967	0.4189	-0.0637
211.6667	-0.0100	0.1722	3.5878	0.0278	0.1192
145.0000	0.1522	0.1300	3.2417	0.0489	0.2079
98.3333	0.3083	-0.1183	-3.3278	-0.1889	-0.0710
95.0000	0.2644	-0.2544	-0.1594	-0.3628	-0.0298
56.6667	0.2006	-0.2733	-0.0414	-0.3400	-0.1868
43.3333	0.0689	-0.2994	-0.1053	-0.3344	-0.1575
51.6667	-0.2439	-0.2722	0.3500	-0.2600	-0.1450
48.3333	-0.1436	-0.2100	-0.1422	-0.1917	0.0976
36.6667	-0.0253	-0.1517	-0.0650	-0.1722	0.0024
46.6667	-0.0367	-0.1300	0.0550	-0.1531	0.0000
50.0000	-0.0203	-0.1406	0.0356	-0.1553	0.0000
46.6667	0.0153	-0.1167	0.1067	-0.1083	0.0110
35.0000	0.1172	-0.0944	0.0978	-0.1014	-0.0360
48.3333	0.1467	-0.1267	0.0400	-0.0708	-0.0464
45.0000	0.2011	-0.0860	0.0894	-0.0978	0.0214
46.6667	-0.0422	-0.0262	0.8989	-0.0122	-0.2311
95.0000	0.3935	0.0000	0.2067	0.0550	-0.2189
75.0000	0.4207	0.0100	0.1133	0.2511	0.0244
83.3333	0.1448	0.1478	0.5083	0.4272	0.1411
81.6667	0.3944	0.2200	0.1222	0.3278	-0.0111
108.3333	0.0955	0.1690	-0.0401	0.2133	-0.0781
103.3333	0.1405	0.2104	-0.0382	0.2033	0.1169
85.0000	0.3482	0.0539	1.4533	-0.1303	-0.0000
131.6667	-0.2610	0.0083	0.6300	-0.0931	-0.0722
226.6667	-0.4569	0.1561	-0.1761	0.1444	0.1000
266.6667	-0.4000	0.4344	1.3378	0.3450	0.2567
155.0000	-0.5080	0.2478	-2.6256	0.3628	0.0894
143.3333	-0.3146	0.1239	-0.8387	0.1033	-0.0122
61.6667	-0.0809	-0.1028	-0.1968	-0.2500	-0.0533
55.0000	0.0789	-0.1072	-0.1728	-0.3472	-0.0294
55.0000	-0.3775	-0.2106	-0.3544	-0.2578	0.0400
58.3333	-0.0959	-0.2033	-0.1750	-0.2133	0.1089
55.0000	-0.1574	-0.1489	-0.1144	-0.2083	0.0792
55.0000	0.0379	-0.1256	-0.1578	-0.1367	0.0097
46.6667	0.1386	-0.1383	-0.1106	-0.1644	-0.0611
51.6667	0.0026	-0.1050	-0.1294	-0.1256	-0.0389
55.0000	0.0138	-0.0950	-0.0450	-0.1067	0.0000
56.6667	-0.1114	-0.0769	0.9504	-0.0750	-0.0967
75.0000	-0.2435	-0.0125	0.0213	-0.0150	-0.1322
133.3333	-0.2734	-0.0889	-0.3300	-0.0333	-0.1125
56.6667	0.0861	-0.0667	0.2139	-0.0333	-0.1586
271.6667	0.8468	-0.0489	0.2633	0.0992	0.1750
180.0000	0.4386	0.0989	1.8289	0.0575	0.9764
93.3333	0.2116	0.0611	0.2056	0.0833	-0.2803
46.6667	-0.3708	0.0333	-0.2117	0.0167	-0.3511
58.3333	-0.0489	-0.0444	-0.5278	-0.0222	-0.2004
46.6667	-1.1600	-0.0667	-0.1231	-0.0544	-0.1251
120.0000	-2.5564	-0.0883	-0.7542	-0.1578	-0.1628
230.0000	-0.8753	0.0578	-0.4483	-0.0506	-0.0744
121.6667	-0.0333	0.5850	0.5672	0.4700	0.2381
151.6667	-0.1994	0.0789	-1.2014	0.1756	0.0647
98.3333	-0.1756	0.1033	-0.6936	0.2526	-0.1378
61.6667	-0.0639	0.0200	-0.3989	0.0635	-0.0722
63.3333	-0.2033	-0.0892	0.2951	-0.2089	-0.0500
68.3333	-0.9628	-0.1925	0.1465	-0.2997	-0.1150
61.6667	-0.0767	-0.1733	0.1567	-0.2753	0.1139
48.3333	-0.1789	-0.1850	-0.1800	-0.2222	0.2300
55.0000	-0.0233	-0.1389	-0.1139	-0.2317	-0.0289
58.3333	0.0108	-0.1544	-0.1389	-0.1511	0.0700
55.0000	-0.2086	-0.1067	-0.1333	-0.1556	0.0200
46.6667	-0.2089	-0.0889	-0.0894	-0.1656	0.0111
55.0000	0.0206	-0.0611	0.3056	-0.0667	-0.1861
61.6667	0.1550	0.0000	0.3678	0.0111	-0.2006
150.0000	0.8708	-0.0333	-0.6939	0.0450	-0.0800
126.6667	0.8258	0.0222	-0.4322	0.2539	-0.1244
133.3333	1.0439	0.0444	-0.5244	0.2733	-0.0211
93.3333	1.2167	0.2850	0.9790	0.3867	-0.0000
131.6667	-0.1483	0.4817	1.3665	0.1300	0.0561
56.6667	-2.7493	0.0572	-0.9267	-0.1394	-0.0411
135.0000	1.1438	-0.1172	-1.0094	-0.0628	-0.0928
55.0000	-1.1894	0.0167	2.5994	-0.0489	0.0667
53.3333	-0.4900	-0.2233	-3.0044	-0.2567	-0.0833
260.0000	-0.6578	-0.1167	-1.2005	-0.2167	-0.1433
111.6667	-1.4317	0.2183	0.9244	0.2994	0.1322
113.3333	-0.0778	0.2211	0.0022	0.4139	0.1264
91.6667	-1.4092	0.2733	-0.5956	0.3183	0.0103
55.0000	-0.6419	0.0606	-0.9994	0.0494	-0.0756
51.6667	-0.4278	-0.1133	0.7789	-0.4289	-0.1444
50.0000	-0.1500	-0.2144	-0.3556	-0.3667	-0.0244
46.6667	-0.1000	-0.2697	-0.3957	-0.3078	0.0244
43.3333	-0.6928	-0.2297	-0.3788	-0.2992	-0.0214
50.0000	-0.4478	-0.2222	-0.1700	-0.2331	0.0992
50.0000	-0.2871	-0.1447	0.0072	-0.2306	0.0556
45.0000	-0.1473	-0.1692	-0.1317	-0.1692	0.0667
38.3333	-0.2106	-0.1456	-0.1422	-0.1781	-0.0500
65.0000	-0.2347	-0.0811	0.3078	-0.1644	-0.1639
41.6667	0.2631	-0.0361	0.2597	0.0161	-0.2456
73.3333	1.4528	-0.0806	-1.0819	0.2089	-0.1683
60.0000	1.8147	-0.0556	-0.2644	0.5178	-0.0167
63.3333	2.5719	0.1647	1.5542	0.7078	-0.0111
51.6667	0.9600	0.2597	0.0003	0.2694	0.0722
153.3333	1.1837	0.1478	-1.2344	0.0111	0.1133
103.3333	0.5335	0.1139	-0.5228	0.0167	-0.0633
180.0000	0.0972	0.1039	-0.3044	0.0833	0.0721
88.3333	1.0086	0.2372	-0.2939	0.0983	0.1290
80.0000	-0.6686	0.0450	-0.3690	-0.0800	-0.0967
101.6667	-1.9890	0.0000	-0.4432	-0.1517	-0.0611
106.6667	-1.6826	0.2267	0.7800	0.3067	0.1717
118.3333	-1.7661	0.3156	-0.1800	0.4311	0.1278
108.3333	-1.2436	0.2628	-0.4183	0.0978	0.0183
83.3333	-0.4597	0.1061	-0.3056	-0.0056	-0.1200
70.0000	-0.2889	-0.1650	0.4078	-0.2556	-0.2856
58.3333	-0.2722	-0.2258	0.1939	-0.3856	-0.0222
36.6667	0.3444	-0.2392	0.3478	-0.3511	0.0000
45.0000	0.3167	-0.2600	-0.0711	-0.3044	0.0944
43.3333	0.8111	-0.2525	-0.1449	-0.2364	0.0806
43.3333	-0.3222	-0.1592	0.0382	-0.2025	-0.0350
48.3333	-0.7556	-0.1594	-0.0856	-0.1394	0.0500
35.0000	-0.6889	-0.1622	-0.0850	-0.1928	0.0444
61.6667	0.4278	-0.0978	0.6361	-0.1400	-0.1082
143.3333	0.8500	-0.0500	0.2967	-0.0222	-0.1763
173.3333	0.9889	-0.0511	0.2589	0.1725	-0.1694
120.0000	1.7510	-0.0639	1.3897	0.6181	0.1011
415.0000	1.7029	0.1367	0.8292	0.5111	0.7383
183.3333	1.4783	0.2844	-0.1406	0.2228	1.2078
390.0000	0.7567	0.3281	-1.9890	0.1167	0.4139
175.0000	-0.3611	0.1136	-0.3560	-0.0378	0.6228
165.0000	-1.6878	0.0222	1.0867	-0.2144	-0.2522
78.3333	0.3189	-0.0172	0.0458	-0.1364	-0.6017
86.6667	-0.1494	-0.1361	-0.8381	-0.1942	-0.6494
276.6667	-0.5578	0.0872	2.3489	0.1217	-0.3500
108.3333	-0.6010	0.4878	1.2514	0.6794	0.0778
123.3333	-0.8429	0.2850	-3.4847	0.5050	0.0936
70.0000	0.0456	0.2578	-0.5900	0.1889	-0.0475
65.0000	-0.3593	-0.0111	-0.2533	-0.1226	-0.1867
56.6667	0.0754	-0.2267	0.4175	-0.4618	-0.1694
38.3333	-0.0689	-0.2806	0.7031	-0.4117	-0.1189
48.3333	-0.2028	-0.2489	0.0550	-0.3011	-0.0600
41.6667	-0.5344	-0.2394	-0.1097	-0.3079	0.0250
38.3333	-0.1919	-0.2278	-0.0525	-0.2326	0.0500
48.3333	-0.4825	-0.1844	-0.0211	-0.1956	-0.0100
48.3333	0.1017	-0.1689	-0.0611	-0.1586	0.0250
35.0000	0.0550	-0.1317	0.0222	-0.1475	-0.0400
51.6667	-0.0800	-0.0606	0.3839	-0.1556	-0.0944
151.6667	0.4411	-0.0944	0.2960	-0.0250	-0.1878
251.6667	1.3594	-0.0556	-0.6454	0.1389	-0.2917
155.0000	1.4361	0.0222	-0.8000	0.1833	-0.0817
50.0000	1.2439	0.0667	-0.5533	0.1125	-0.1250
445.0000	1.7739	0.1867	1.3136	0.2075	0.3694
83.3333	1.3878	0.4572	1.5408	0.3294	1.0344
66.6667	0.2422	0.1128	-2.3444	0.2024	-0.4233
48.3333	0.0100	-0.0667	-1.5181	0.0304	-0.3203
48.3333	-1.0572	-0.1456	-0.8053	-0.1944	-0.1969
50.0000	-0.7338	-0.1567	-0.5433	-0.1793	-0.1300
136.6667	-1.6957	-0.1219	0.2722	-0.1213	-0.1639
131.6667	-0.9311	0.2531	3.4933	0.3806	0.0500
95.0000	-0.8026	0.2694	-1.1444	0.4283	0.0811
105.0000	-0.7607	0.2657	-0.6811	0.3235	0.0656
55.0000	-0.5183	0.0926	-0.4967	-0.0107	-0.0739
35.0000	-0.8747	-0.1578	0.3344	-0.3567	-0.1728
46.6667	-0.6114	-0.2056	0.2385	-0.4028	-0.0889
46.6667	0.5033	-0.2406	-0.4168	-0.3378	0.0000
36.6667	-0.1844	-0.1778	-0.1811	-0.2478	-0.0489
43.3333	-1.2600	-0.2056	-0.0356	-0.2244	-0.0397
43.3333	-0.0361	-0.1983	-0.0672	-0.2428	0.0458
41.6667	-0.3861	-0.1556	0.0000	-0.1744	-0.0306
46.6667	-0.2444	-0.1256	-0.0400	-0.1867	0.0733
41.6667	-0.0556	-0.1411	0.0222	-0.1494	0.0000
60.0000	0.5667	-0.0611	0.4694	0.0000	-0.1422
143.3333	1.5803	0.1072	2.1689	0.4038	-0.0678
121.6667	1.6586	0.0717	-0.0322	0.7612	-0.0450
143.3333	1.2800	0.0556	-0.4406	0.2517	-0.0783
95.0000	1.2439	0.1856	-0.6844	0.1100	0.0383
186.6667	1.0922	0.3228	-0.5681	0.1217	0.0175
183.3333	0.3383	0.2933	0.0264	0.1422	0.9075
63.3333	0.1089	0.2739	-0.6067	0.1344	0.2511
53.3333	-0.1533	0.0783	-1.2144	0.1304	-0.2100
68.3333	-0.9511	-0.0197	-1.0614	-0.1054	-0.2250
93.3333	-1.8292	-0.1342	0.3986	-0.2317	-0.1711
95.0000	-1.1497	0.2078	0.6589	0.2814	-0.0100
105.0000	-0.8311	0.3669	-0.5154	0.3875	0.1628
101.6667	-0.6056	0.2631	-0.1829	0.2722	0.1611
65.0000	-0.3989	-0.0611	-0.1978	-0.1190	-0.0953
73.3333	-0.4611	-0.2117	0.2486	-0.4421	-0.1481
48.3333	-0.3278	-0.2350	0.1808	-0.4011	0.0444
45.0000	-0.1167	-0.2600	-0.1500	-0.3350	-0.0611
53.3333	-0.2806	-0.2289	-0.0700	-0.2994	-0.0489
41.6667	-0.2861	-0.1883	0.0550	-0.2278	-0.0100
46.6667	-0.3222	-0.2267	0.0656	-0.2200	-0.1033
55.0000	-0.1417	-0.1494	0.0611	-0.1789	-0.0667
43.3333	-0.1583	-0.1589	-0.0917	-0.1750	-0.0278
51.6667	-0.1333	-0.1400	-0.0700	-0.1617	-0.1272
60.0000	0.5222	-0.0733	0.6111	0.0056	-0.0994
80.0000	1.2211	0.0300	0.3094	0.3178	-0.2122
53.3333	1.4206	-0.0500	-0.3433	0.5533	-0.0333
38.3333	1.5822	0.1272	-0.1467	0.6094	-0.0389
53.3333	1.1622	0.3781	-0.1976	0.2950	-0.0111
43.3333	0.7403	0.6147	-0.2996	0.2139	0.1222
51.6667	0.4714	0.4133	-0.3367	0.1644	0.0478
51.6667	0.0911	0.3700	-0.2117	0.2506	0.1600
40.0000	-0.2508	-0.1372	-2.1700	-0.1889	-0.0300
53.3333	-0.3208	-0.2411	-0.1056	-0.2622	-0.1450
45.0000	-0.9800	-0.1772	0.7578	-0.3217	0.0600
48.3333	-0.9883	-0.2533	0.4972	-0.3350	-0.0706
90.0000	-0.5522	-0.1689	0.3656	-0.2961	-0.0944
91.6667	-0.8014	-0.1933	-0.3567	-0.2250	-0.2078
56.6667	-0.6097	-0.1614	-0.0975	-0.1378	-0.1422
41.6667	-0.4294	-0.1569	0.0186	-0.2122	-0.0733
56.6667	-0.3133	-0.1811	0.1039	-0.2183	-0.0767
41.6667	-0.1650	-0.1450	0.1717	-0.1856	-0.0111
53.3333	-0.4556	-0.1622	0.1400	-0.1628	-0.0333
38.3333	-0.6361	-0.1000	0.1789	-0.1511	0.1444
53.3333	-0.1861	-0.1689	0.1794	-0.1411	0.0100
45.0000	-0.1444	-0.1417	0.2272	-0.1200	0.0300
55.0000	-0.0778	-0.1172	0.1606	-0.1267	-0.0350
48.3333	-0.1111	-0.0889	-0.0565	-0.1839	-0.0550
223.3333	0.4278	-0.0389	0.8115	0.0256	-0.2117
70.0000	1.2267	-0.0611	0.0644	0.5772	-0.1039
353.3333	1.6642	0.1278	-0.5232	0.9756	-0.0744
241.6667	1.3236	0.2106	-0.1679	0.4456	0.8256
368.3333	0.8533	0.4467	-0.5278	0.1225	0.4260
263.3333	0.6831	0.6672	-0.1922	0.2442	1.2496
323.3333	0.4619	0.5990	1.3356	-0.0278	0.2800
353.3333	0.3567	0.6087	-0.9033	0.2044	0.5636
215.0000	-0.0483	0.1711	-1.0311	0.2433	0.8486
198.3333	-0.3667	-0.0678	-0.4903	0.0533	-0.4333
348.3333	-1.4189	-0.1633	1.1814	-0.2944	0.1637
95.0000	-1.5322	0.0333	3.3289	-0.2122	-0.3132
108.3333	-2.3489	0.0486	-1.6356	0.1383	-0.5183
100.0000	-1.9589	0.2247	-0.7500	0.2383	-0.3394
71.6667	-0.4590	0.0689	-0.3211	0.0342	-0.2739
46.6667	0.0490	-0.0578	0.2585	-0.1742	-0.3556
61.6667	-0.4135	-0.1706	0.4643	-0.2822	-0.2722
50.0000	-0.7337	-0.2756	0.3567	-0.3783	-0.1294
40.0000	-0.4844	-0.2344	0.4917	-0.2494	-0.1139
45.0000	-0.1239	-0.2539	-0.3619	-0.2639	0.0894
36.6667	0.1789	-0.2144	-0.1325	-0.2156	0.0428
45.0000	1.1925	-0.2344	-0.1456	-0.2383	-0.0978
40.0000	0.8464	-0.2183	0.0050	-0.1856	0.0489
53.3333	0.5744	-0.1161	0.0494	-0.0744	-0.1644
80.0000	0.8500	-0.1111	0.0950	0.0444	-0.1978
66.6667	1.3967	-0.0522	0.0142	0.0350	-0.1317
50.0000	1.9444	-0.0489	1.1675	0.3486	-0.1617
110.0000	1.2453	0.0367	0.7456	0.2286	-0.0144
76.6667	0.0025	-0.0000	0.1486	0.0778	0.1089
151.6667	-0.4594	0.0422	-0.4536	0.0611	-0.0556
45.0000	0.0339	0.1544	1.7633	0.0750	0.0111
46.6667	0.3056	0.2167	-1.6406	0.2950	0.0817
45.0000	0.1697	0.2664	-0.5276	0.2178	0.1019
50.0000	0.3892	0.1469	-0.0346	0.1444	0.0153
263.3333	0.3778	0.0789	2.0800	0.0367	0.0444
93.3333	0.5958	0.4696	1.9729	0.3678	0.0853
98.3333	0.6064	0.1004	-1.9024	0.1297	0.1497
95.0000	0.4767	-0.0483	-0.3639	-0.0175	0.0439
53.3333	0.4367	-0.1006	0.5869	-0.0611	-0.0389
40.0000	0.3767	-0.1456	0.8053	-0.1000	-0.1474
46.6667	0.0956	-0.1456	0.1644	-0.1933	-0.1260
48.3333	-0.0861	-0.1793	-0.0122	-0.1478	0.0444
38.3333	0.0150	-0.1474	-0.1161	-0.1533	0.0278
45.0000	-0.2922	-0.1394	0.0078	-0.1750	0.0922
48.3333	-0.2783	-0.1594	-0.0500	-0.1344	0.0250
40.0000	-0.1072	-0.1444	-0.0794	-0.1239	0.0756
38.3333	-0.1261	-0.1622	-0.0922	-0.1417	-0.0306
60.0000	-0.5028	-0.0667	0.1878	-0.0672	-0.1122
175.0000	-0.2844	0.0000	0.0525	0.0061	-0.1389
161.6667	-0.0403	0.0500	-0.2247	0.5658	-0.0333
126.6667	0.4969	0.1850	-0.5767	1.0242	0.0100
86.6667	1.1711	0.2983	1.0411	0.4772	0.0956
70.0000	0.6544	0.2600	-0.2456	0.0061	0.0889
86.6667	1.3711	0.2600	-1.5578	-0.1172	-0.0222
68.3333	-1.0111	0.1956	-1.5161	-0.0744	-0.0528
70.0000	0.1597	0.0006	-0.2667	-0.1147	-0.0028
85.0000	-3.8786	-0.2117	-0.2289	-0.4564	-0.1222
136.6667	-0.6967	-0.0989	0.2506	0.0433	0.0389
253.3333	-0.4089	0.3378	4.7915	0.4444	0.2333
193.3333	-0.8744	0.3433	4.3162	0.2750	0.1911
133.3333	-0.8556	0.2400	-5.4578	0.2144	0.1033
103.3333	-0.9150	0.2192	-2.4322	0.1939	-0.0972
63.3333	-0.9206	-0.0464	-0.8811	-0.1667	-0.1072
48.3333	-0.0389	-0.2300	0.0356	-0.4289	-0.0972
48.3333	0.1431	-0.2511	0.3883	-0.4322	-0.0050
46.6667	0.6425	-0.2483	-0.0617	-0.3661	0.0411
35.0000	0.6122	-0.2256	-0.0778	-0.2989	0.0778
50.0000	0.1044	-0.2200	-0.0122	-0.2000	0.0233
46.6667	0.7444	-0.1594	0.0944	-0.1794	0.0550
41.6667	0.4438	-0.1372	0.1333	-0.1300	0.0428
38.3333	-0.0371	-0.2039	0.1456	-0.1322	-0.0687
53.3333	-0.4233	-0.1372	0.4256	-0.0861	-0.0413
65.0000	0.1400	-0.0200	0.8300	-0.0244	-0.1289
113.3333	0.5522	-0.0444	-0.1444	-0.0550	-0.3908
76.6667	0.6609	-0.0847	-0.3137	0.1532	-0.4736
66.6667	0.5486	-0.0069	-0.0047	0.5946	-0.0894
110.0000	1.2676	0.1991	-0.0443	0.2722	0.1606
240.0000	1.1403	0.4740	-0.3380	0.2785	0.2155
145.0000	-0.1062	0.3470	-0.7897	0.2486	0.0464
58.3333	0.3403	0.2575	-0.5396	0.1042	0.1507
126.6667	-0.1430	0.1411	-0.4093	-0.0414	0.1566
150.0000	-0.5659	0.1532	2.8756	0.0214	0.1442
91.6667	-0.8434	-0.0225	-1.5339	-0.1085	0.0474
101.6667	-2.6116	0.0296	-0.4019	0.1552	0.1147
91.6667	-1.8569	0.3115	-0.4169	0.5198	0.3731
73.3333	-0.6309	0.3847	0.1088	0.3598	0.1709
50.0000	0.3431	0.1217	-0.1962	0.0047	-0.3350
48.3333	0.0272	-0.1249	0.0816	-0.2973	-0.1856
48.3333	0.4983	-0.2072	-0.0958	-0.4052	-0.0848
50.0000	1.0014	-0.2584	-0.4544	-0.3271	-0.0139
46.6667	0.8338	-0.2435	-0.2354	-0.2990	0.0309
35.0000	0.4382	-0.2378	-0.1068	-0.2567	0.0942
46.6667	-0.1571	-0.1852	0.0944	-0.1879	0.0178
48.3333	0.2650	-0.1953	0.1906	-0.1808	0.0340
45.0000	-0.1378	-0.1827	0.2544	-0.1510	0.0550
35.0000	0.1447	-0.1597	0.6028	-0.1171	-0.0993
53.3333	0.1380	-0.1133	0.8051	-0.0717	-0.2902
46.6667	0.4959	-0.1453	-0.0945	-0.0655	-0.0104
36.6667	-0.5485	-0.0548	0.0294	0.0801	-0.0167
46.6667	0.2269	0.1287	1.3887	0.4032	-0.0583
53.3333	1.6045	0.1886	1.2697	0.4692	0.0845
146.6667	1.1928	0.1674	-2.0932	0.3454	0.0792
240.0000	0.4229	0.2341	0.5212	0.3842	0.1184
290.0000	0.1233	-0.1908	-1.9590	-0.9331	0.8757
238.3333	0.0302	0.0145	1.7085	0.2543	0.6896
148.3333	-1.0390	0.0943	-0.2819	0.1722	0.4605
95.0000	-2.3207	-0.0432	-0.6225	-0.2442	-0.5614
173.3333	-1.7733	0.2435	1.0025	-0.2342	-0.3905
