Time	Pump	Flow	Press	Temp1	Temp2	Vib
2513	1296.4791	62.6013	8.3376	82.6890	72.2121	0.2804
2514	1298.8480	62.3509	8.3969	82.7759	73.0504	0.2710
2515	1284.3417	62.6841	8.4207	83.4469	72.9670	0.2124
2516	1290.4497	61.6977	8.3749	83.4421	72.8418	0.0777
2517	1293.0845	62.3759	8.4117	83.3392	72.7637	-0.0946
2518	1303.2183	62.1583	8.4055	83.1782	73.6043	-0.1632
2519	1300.1498	61.9286	8.3393	83.6427	73.7525	-0.0337
2520	1301.8933	62.0330	8.2803	83.1490	73.9959	0.0109
2521	1313.7879	62.6081	8.2422	83.0189	73.4072	0.1939
2522	1315.8975	62.8880	8.2252	83.0940	73.5053	0.3791
2523	1308.2115	63.0274	8.2004	83.1875	73.8348	0.4129
2524	1304.8792	62.6489	8.2608	83.6453	74.3215	0.3633
2525	1311.5234	62.8092	8.2941	83.0641	74.2955	0.2484
2526	1312.1385	61.8824	8.2119	83.2646	74.0839	0.1450
2527	1296.3048	62.9289	8.2022	83.3779	74.3312	-0.0714
2528	1271.9495	63.0654	8.3389	83.2681	74.1366	-0.0962
2529	1274.8329	62.5500	8.3466	83.4710	74.6559	-0.0578
2530	1269.7129	62.3639	8.4025	83.0498	74.9155	0.0516
2531	1262.8151	62.0281	8.3672	83.4135	75.2435	0.1728
2532	1260.1774	61.4794	8.2365	83.0269	75.8510	0.2993
2533	1271.3917	61.5727	8.2395	83.3307	75.7721	0.3516
2534	1274.8198	62.0082	8.0927	82.7655	75.1866	0.3839
2535	1284.3684	61.2123	8.1933	82.0979	74.3090	0.3670
2536	1278.2241	61.9953	8.1198	81.8258	74.0000	0.1469
2537	1269.5246	62.3401	8.2132	82.1564	73.7369	-0.0709
2538	1276.4932	62.2278	8.2622	82.2301	73.3048	-0.0477
2539	1268.0955	62.0566	8.3074	81.9832	73.8898	-0.0711
2540	1271.6160	61.7612	8.2526	82.1647	73.9550	0.0310
2541	1279.2920	61.6870	8.2697	82.3661	74.2371	0.1064
2542	1270.3146	61.4266	8.2755	82.7253	73.7566	0.2463
2543	1264.1140	61.5444	8.2910	83.3266	74.3088	0.3207
2544	1270.9981	61.7929	8.2276	83.1970	74.8600	0.3032
2545	1281.8964	61.7439	8.3203	82.7950	74.6286	0.1842
2546	1267.5486	61.9894	8.3650	82.9793	74.6452	0.1072
2547	1264.8193	62.0327	8.3755	82.7067	74.7262	0.0097
2548	1262.7445	61.8227	8.3816	83.0881	75.1115	-0.1087
2549	1276.4637	61.6738	8.3103	82.9256	74.8320	-0.1390
2550	1283.4563	62.1113	8.2826	83.1123	75.1335	-0.0497
2551	1286.5291	62.1258	8.3227	82.6825	75.6716	0.0973
2552	1294.3456	61.9913	8.2383	82.7137	75.1662	0.3087
2553	1297.5086	62.1493	8.2092	83.0485	74.8197	0.2598
2554	1307.1450	62.3949	8.2774	82.8182	75.0332	0.3181
2555	1297.8132	62.8642	8.2819	82.4052	75.0464	0.1416
2556	1303.3594	62.3961	8.2906	82.4496	74.6405	0.0588
2557	1300.8984	62.5548	8.2425	82.4776	74.4121	-0.0541
2558	1298.1931	62.2316	8.3156	82.3059	73.9603	-0.2003
2559	1309.9632	61.9129	8.3803	82.9027	73.5873	-0.2000
2560	1295.8367	62.2857	8.2925	82.8149	73.3309	-0.0593
2561	1292.6246	62.5216	8.2974	82.4353	73.9471	0.1000
2562	1304.1747	62.7490	8.3656	81.8392	74.1308	0.2637
2563	1313.2751	62.2616	8.3875	81.4557	73.6475	0.2403
2564	1315.6517	62.0780	8.2556	82.3054	73.8001	0.2980
2565	1314.7413	63.1566	8.3206	82.5044	73.6867	0.2015
2566	1305.6898	62.6816	8.3953	82.8812	73.6978	0.0915
2567	1311.7661	62.8530	8.3033	82.5685	74.0054	-0.0321
2568	1329.0851	62.6141	8.3290	83.0127	74.3243	-0.0664
2569	1331.9656	63.1611	8.3611	82.7944	74.3115	-0.1727
2570	1349.4063	62.8398	8.3737	82.7033	74.2681	-0.0294
2571	1346.6278	63.2015	8.3710	83.1540	74.5121	0.1390
2572	1349.8995	63.6251	8.4248	83.5332	74.4953	0.2519
2573	1326.8631	63.6700	8.4867	83.8424	74.7649	0.3564
2574	1314.0167	63.5425	8.5149	84.2951	74.7970	0.3144
2575	1318.5926	63.5947	8.4747	83.7503	75.3977	0.2100
2576	1313.9798	62.7181	8.3638	84.2561	75.6785	0.0512
2577	1314.6677	61.9488	8.3039	84.2715	75.1525	-0.0001
2578	1311.9323	62.0363	8.2686	84.0630	75.3257	-0.1065
2579	1306.8157	61.6793	8.1761	83.9637	75.3833	-0.1603
2580	1301.1580	61.4000	8.2118	84.1232	75.6451	-0.0470
2581	1308.6444	61.8702	8.2798	83.8237	75.5772	0.1417
2582	1299.6279	62.2526	8.3522	84.1008	75.4674	0.2000
2583	1291.4043	62.8348	8.3621	84.1144	75.6642	0.3140
2584	1292.4678	62.4759	8.3354	83.9825	75.4543	0.2404
2585	1299.9657	62.4532	8.2461	83.6395	75.6963	0.1723
2586	1309.3771	62.5544	8.2725	83.7818	75.8905	0.1041
2587	1318.4250	62.4623	8.2939	83.6785	76.0211	-0.0284
2588	1333.5140	62.9699	8.2690	83.4972	76.0881	-0.1508
2589	1328.7486	64.0690	8.2954	83.4624	76.1456	-0.2126
2590	1339.6281	64.5898	8.3505	82.9323	75.7029	-0.0648
2591	1341.2790	63.9656	8.4300	83.2213	75.4385	0.0886
2592	1348.4887	63.8716	8.4610	83.6676	75.1546	0.2079
2593	1356.4613	64.3805	8.5253	83.9047	74.9591	0.2906
2594	1349.6104	64.1879	8.5697	83.9475	74.6749	0.3660
2595	1353.6901	64.7026	8.6261	84.3156	74.9561	0.2654
2596	1363.4032	65.3444	8.5879	85.0754	74.9246	0.1586
2597	1349.7250	65.6225	8.6142	84.9421	74.9855	-0.2076
2598	1356.3948	65.7581	8.6182	84.8821	74.6017	-0.2287
2599	1355.8439	65.9898	8.6944	85.1539	74.3855	-0.2901
2600	1369.0265	66.5513	8.7325	85.3664	75.5546	-0.1143
2601	1351.9389	65.8376	8.8462	85.6980	76.1997	0.0292
2602	1345.5373	65.8411	8.8697	86.2867	75.9885	0.1640
2603	1325.6501	65.7634	8.8699	86.7695	76.5213	0.3306
2604	1324.3837	65.5614	8.7596	87.2675	77.2638	0.2839
2605	1343.3187	64.8425	8.7355	87.1331	77.5283	0.2753
2606	1355.9653	65.6888	8.6232	87.3054	77.7026	0.0846
2607	1355.4075	64.2418	8.6591	86.8379	78.0279	-0.1153
2608	1357.8253	64.8578	8.5917	87.0092	78.2585	-0.1641
2609	1346.0862	65.3806	8.6039	87.2233	78.6189	-0.2224
2610	1341.8794	65.4365	8.5654	86.5554	78.8672	-0.1010
2611	1341.1691	65.4368	8.6767	86.2382	78.4310	0.0814
2612	1326.1637	64.5654	8.6454	86.8056	77.9300	0.1553
2613	1335.4840	63.6457	8.6844	85.9855	78.2490	0.2548
2614	1334.9611	63.0166	8.6447	86.5547	78.0739	0.3272
2615	1343.0011	63.4517	8.5581	86.9952	77.9524	0.1426
2616	1345.5073	63.7307	8.5443	86.8287	77.8389	0.0208
2617	1331.7816	64.1881	8.5459	86.6046	78.2134	-0.1298
2618	1337.3750	63.8776	8.6103	86.7759	77.6709	-0.1206
2619	1341.3027	64.1867	8.6149	86.8758	77.7158	-0.1207
2620	1346.2043	64.6856	8.5542	87.1241	77.8799	-0.0405
2621	1346.2126	64.3746	8.5832	86.5969	77.8902	0.2115
2622	1353.4501	64.7483	8.5681	86.4809	78.1431	0.3191
2623	1351.6329	64.3158	8.5582	86.3144	78.5936	0.3659
2624	1349.3538	64.7356	8.5450	86.3020	79.0035	0.3203
2625	1342.7467	64.6120	8.5953	86.0784	79.1162	0.3027
2626	1345.0015	64.7643	8.5647	85.8739	78.9218	0.0593
2627	1346.0720	64.4439	8.6750	85.9203	78.4878	-0.0924
2628	1354.6946	64.2229	8.6620	86.4080	78.2106	-0.1999
2629	1357.9809	65.1094	8.7082	86.1650	78.2246	-0.1939
2630	1337.2576	65.5696	8.6743	86.2004	78.5144	-0.1149
2631	1340.5455	65.0875	8.7058	86.6586	78.7103	0.0530
2632	1338.1616	64.4279	8.7340	86.5786	78.3463	0.1365
2633	1343.7113	63.9736	8.6566	86.9421	78.3230	0.1811
2634	1347.1086	64.2371	8.4941	86.7080	78.2922	0.1683
2635	1345.9545	64.6985	8.5442	86.7667	77.5905	0.0085
2636	1354.8376	64.1220	8.5744	86.7795	77.8182	-0.0453
2637	1354.3607	64.0430	8.5423	86.0499	77.6699	-0.1738
2638	1349.9610	64.3226	8.5994	85.7363	77.7937	-0.2163
2639	1350.3899	64.6559	8.5768	85.9444	77.3222	-0.1793
2640	1356.6615	64.5704	8.5762	86.1668	77.0922	-0.0437
2641	1354.6467	65.2976	8.5206	86.3935	77.3091	0.1515
2642	1358.4112	65.1324	8.4918	86.5606	76.9296	0.2024
2643	1350.9630	65.5368	8.5022	86.3864	77.0056	0.2872
2644	1332.4779	65.6035	8.5525	85.8048	76.9941	0.3099
2645	1336.4431	64.7291	8.6012	85.9868	76.8419	0.2118
2646	1332.5854	64.8532	8.6299	85.6786	76.9556	0.0894
2647	1333.1984	65.0045	8.6896	85.3692	77.0070	-0.0445
2648	1327.2702	63.9542	8.7238	85.4558	76.8561	-0.0443
2649	1332.2336	64.1523	8.6936	85.5322	76.9345	-0.1218
2650	1325.2708	63.3288	8.5668	85.9250	77.2112	0.0028
2651	1325.1639	63.4928	8.4968	86.0972	77.5561	0.1112
2652	1319.4247	63.1765	8.5253	85.6988	77.2135	0.2802
2653	1319.0478	63.2987	8.4630	85.6285	77.1866	0.3492
2654	1316.8804	63.4599	8.4943	85.7384	76.8255	0.2570
2655	1325.2659	63.5775	8.4164	85.8644	77.0208	0.2022
2656	1310.3000	63.6779	8.3808	85.7473	77.4174	0.1472
2657	1306.3357	62.9294	8.3662	84.8874	77.4033	-0.1251
2658	1284.9093	63.0802	8.3609	85.1617	77.3912	-0.2169
2659	1291.9215	63.1225	8.3453	85.1089	77.6127	-0.1550
2660	1310.8287	62.9019	8.3776	84.7996	77.5416	0.0337
2661	1313.6568	62.5248	8.3261	84.6794	77.2591	0.1073
2662	1322.1923	62.3162	8.3738	84.3996	76.8146	0.2791
2663	1335.1304	62.3241	8.3138	84.2098	77.3274	0.2961
2664	1326.1988	62.4208	8.2883	83.7328	77.1074	0.3014
2665	1333.7800	62.7463	8.2946	83.9636	76.6360	0.3202
2666	1333.0197	63.1425	8.3713	84.1356	76.3753	0.0946
2667	1338.8126	63.5650	8.3928	84.1322	76.7573	-0.0256
2668	1344.7440	63.1134	8.3518	84.1790	76.6324	-0.1591
2669	1344.8203	62.3826	8.3912	83.8486	76.4656	-0.1375
2670	1344.0532	63.1782	8.2936	83.7593	76.1834	0.0351
2671	1344.9974	63.2397	8.3349	83.5950	75.7692	0.1069
2672	1340.9945	62.8397	8.3027	84.0840	75.6568	0.1138
2673	1323.2018	63.8974	8.2790	83.7949	76.2977	0.2370
2674	1332.0112	64.2755	8.3747	83.3233	75.7626	0.3146
2675	1353.0797	63.8682	8.3627	83.3273	75.5374	0.2212
2676	1359.1163	64.3570	8.4488	83.4609	75.2571	0.0771
2677	1360.0565	64.2176	8.4592	83.3529	74.7898	-0.0678
2678	1368.9266	64.6194	8.4278	83.6615	74.8902	-0.0188
2679	1361.4227	65.0701	8.3928	83.5364	74.7779	-0.0988
2680	1346.5969	65.6681	8.4427	83.7019	74.8124	-0.0440
2681	1348.2150	65.4488	8.5671	83.8905	74.9483	0.0223
2682	1354.9735	65.2606	8.6571	84.0446	74.9745	0.1115
2683	1360.9270	64.8852	8.6658	84.3951	74.7482	0.3193
2684	1353.0337	65.1868	8.6683	84.9165	74.4784	0.2958
2685	1361.0692	65.2766	8.6610	84.8496	74.7858	0.2000
2686	1361.4659	65.1992	8.6986	85.3956	75.5575	0.0678
2687	1350.9766	64.7660	8.6296	85.8009	76.0643	-0.1120
2688	1353.3037	66.1221	8.5277	86.0635	76.1844	-0.0940
2689	1344.1332	65.2007	8.6397	85.7438	76.7037	-0.1318
2690	1343.3835	65.1770	8.6777	85.8718	76.5904	-0.0493
2691	1352.4428	64.9849	8.7722	85.6836	76.8748	0.1835
2692	1344.4560	64.9350	8.8443	85.8392	76.6936	0.2051
2693	1337.4701	65.0203	8.8570	86.2835	77.2225	0.3787
2694	1347.5485	64.6821	8.8407	86.8976	76.9718	0.2683
2695	1343.7556	64.5186	8.6602	87.0154	77.7033	0.2114
2696	1341.4309	64.7635	8.6267	86.9723	77.7371	0.0289
2697	1339.9038	65.0394	8.6457	86.8465	77.5879	-0.1031
2698	1332.2221	64.5060	8.5571	86.5718	77.4899	-0.1888
2699	1332.3213	64.7782	8.5435	86.1256	77.7549	-0.1895
2700	1346.8483	64.3351	8.5276	85.8785	78.2131	-0.0922
2701	1364.8147	64.7348	8.4961	86.0899	77.6374	0.0632
2702	1374.6935	65.1983	8.5162	86.2311	77.3814	0.2154
2703	1380.9417	65.3485	8.5636	86.4500	77.4945	0.2661
2704	1393.6893	65.9010	8.5910	86.8824	77.7368	0.3279
2705	1408.4302	65.9208	8.7485	87.2802	77.8815	0.1561
2706	1440.2274	65.9924	8.6904	87.6074	78.7643	-0.0454
2707	1444.6460	66.9847	8.7640	87.8437	78.9411	-0.2441
2708	1454.4918	67.3463	8.8835	88.0582	78.6065	-0.3191
2709	1474.1514	68.4570	8.8777	88.4092	79.3769	-0.1500
2710	1491.8783	69.6058	9.0365	88.3540	79.0328	-0.0830
2711	1503.3226	70.3364	9.1039	88.6250	78.6385	0.0410
2712	1507.6545	70.6478	9.1691	89.0403	78.4752	0.1793
2713	1526.2038	71.3635	9.2360	89.6962	78.8340	0.2407
2714	1545.5631	71.8486	9.3806	89.4658	79.3341	0.2557
2715	1550.1639	72.6491	9.4282	90.0271	79.7258	0.1612
2716	1562.1390	72.5716	9.4638	90.7316	80.2009	-0.1263
2717	1557.8827	73.1187	9.4323	91.2343	80.1041	-0.1304
2718	1572.2812	73.3896	9.4809	91.4482	80.5367	-0.1812
2719	1566.7452	74.4307	9.4769	92.0156	80.7079	-0.1543
2720	1563.4500	74.4302	9.5916	92.1744	81.1443	-0.0942
2721	1559.8762	74.5991	9.7320	92.4218	81.8012	0.0032
2722	1567.7809	75.5467	9.8146	93.3745	81.8805	0.0252
2723	1564.8063	75.6612	9.8923	94.2472	82.5124	0.1294
2724	1581.3302	74.8794	9.9935	95.2887	82.3968	0.0603
2725	1590.8281	75.3885	9.9999	96.3264	83.2671	0.0750
2726	1597.9217	75.8111	10.1072	96.4326	83.9300	-0.0355
2727	1593.0298	76.0401	10.1297	96.9595	84.9394	-0.1856
2728	1595.0045	75.8413	9.9988	97.6690	85.3110	-0.1766
2729	1594.7806	75.3495	10.0286	98.1451	85.5907	-0.1448
2730	1589.4278	75.4691	10.0316	98.9806	85.8490	-0.0360
2731	1585.6339	76.2451	10.0812	99.1184	86.8327	0.0301
2732	1588.2490	76.4959	10.1470	98.9132	87.5034	0.2593
2733	1594.7881	76.4742	10.0877	99.2558	87.6482	0.3167
2734	1597.2746	75.8598	10.1282	100.4194	87.3653	0.2397
2735	1599.8786	75.8205	10.0992	100.5770	87.9138	0.1535
2736	1608.1513	75.9456	10.0904	100.4215	88.8097	-0.0412
2737	1620.4650	76.4252	10.1099	100.3133	88.5655	-0.2459
2738	1611.5462	76.8451	10.2301	100.5127	89.0178	-0.2330
2739	1617.6243	77.0067	10.2469	99.9722	89.5184	-0.1400
2740	1619.8279	76.6970	10.3027	99.8601	89.5693	-0.0597
2741	1618.3311	77.2209	10.2571	100.6460	89.8281	0.1147
2742	1614.5524	77.1445	10.1621	100.7001	89.8942	0.2042
2743	1610.1008	77.8686	10.2913	101.0504	89.4983	0.3222
2744	1631.9284	77.5566	10.3329	101.4782	89.5846	0.2888
2745	1645.0098	77.0686	10.3361	101.8068	90.0297	0.2131
2746	1641.0842	77.5906	10.3013	102.3145	90.5603	0.0559
2747	1652.1193	77.3314	10.3242	102.7740	90.8079	-0.0636
2748	1658.5365	78.0074	10.4277	102.3966	91.5096	-0.1969
2749	1654.9252	77.9607	10.4378	102.7060	90.8601	-0.1969
2750	1658.4633	77.9632	10.4480	103.1169	91.3271	-0.0761
2751	1657.8476	78.0739	10.3891	103.5892	91.5531	0.1099
2752	1659.4090	78.1802	10.4164	103.7397	91.7948	0.2758
2753	1657.8618	78.8476	10.4816	104.0671	92.4747	0.3396
2754	1658.6412	78.6705	10.5473	104.4392	92.9323	0.3231
2755	1665.6875	78.6657	10.5836	104.5391	92.7132	0.1810
2756	1669.8598	80.0463	10.5359	104.7784	93.2597	0.0602
2757	1672.1367	80.5014	10.5594	105.1745	93.5414	-0.0732
2758	1674.0760	80.3272	10.6656	105.3807	93.8554	-0.1961
2759	1660.1427	79.7288	10.6171	105.1565	93.6890	-0.0693
2760	1663.3722	79.0306	10.5767	105.6030	93.8259	0.0024
2761	1680.7424	79.2809	10.5065	105.3714	94.0795	0.1119
2762	1672.1178	79.4057	10.5245	105.0591	94.0373	0.1776
2763	1675.1434	79.7819	10.5519	105.6114	93.9630	0.3264
2764	1669.5673	80.5071	10.5543	105.3241	94.3081	0.2947
2765	1656.4055	80.2646	10.6473	105.3279	94.3322	0.2250
2766	1656.4164	79.8811	10.6401	105.5120	94.2069	0.1263
2767	1648.7745	79.2208	10.6995	105.6216	94.5187	0.0604
2768	1649.2093	78.8225	10.6643	105.8715	94.5593	-0.1490
2769	1643.8493	79.3622	10.6435	106.3221	94.5417	-0.1677
2770	1640.8718	79.2861	10.6017	106.2923	94.4261	-0.0960
2771	1644.9722	79.1601	10.6123	106.3256	94.5428	0.0499
2772	1651.3609	79.4017	10.5662	106.1620	94.8014	0.2434
2773	1641.4385	79.3426	10.5386	106.0561	94.7133	0.3498
2774	1645.2543	78.9173	10.4551	105.8587	94.3460	0.3173
2775	1654.6861	78.8436	10.3694	105.4536	94.4057	0.2475
2776	1651.2069	78.5505	10.4357	105.4526	94.3149	0.1753
2777	1637.0125	78.1660	10.5221	104.8455	94.5894	0.0206
2778	1639.6067	78.1218	10.4432	104.9266	95.1382	-0.1401
2779	1630.5322	78.3085	10.4800	104.4323	94.5652	-0.1877
2780	1625.6849	78.2808	10.4943	104.4247	94.8669	-0.0618
2781	1640.6179	78.4338	10.4925	105.1441	95.0088	0.0228
2782	1642.9587	78.7289	10.4891	104.8285	94.5954	0.1606
2783	1664.3433	78.5612	10.4959	105.1292	94.1296	0.2837
2784	1666.1446	78.3715	10.4657	104.9466	94.0461	0.2450
2785	1664.2426	78.4208	10.4832	105.0715	94.2972	0.2049
2786	1647.7151	79.1613	10.4659	105.6259	94.7082	0.1163
2787	1656.6635	79.4383	10.4650	106.0054	94.5795	-0.0560
2788	1665.2466	79.6148	10.4301	105.7390	94.3566	-0.1840
2789	1670.2895	79.1559	10.4723	105.3389	94.6471	-0.1890
2790	1662.3705	78.8156	10.5144	105.1290	94.4653	-0.1076
2791	1678.2015	78.7424	10.5169	105.1761	94.7000	0.0608
2792	1681.2853	79.2653	10.4557	105.1665	94.1747	0.1848
2793	1690.0822	79.9738	10.4821	104.6779	94.8750	0.2865
2794	1680.3776	80.8901	10.4906	104.5605	94.5714	0.3502
2795	1673.7166	80.9796	10.5430	104.2546	94.1284	0.2969
2796	1665.4647	80.9238	10.5271	104.2895	93.5753	0.1494
2797	1669.8747	79.8835	10.5316	104.2267	93.6041	-0.0217
2798	1671.6091	79.4572	10.5503	104.0481	93.5719	-0.1117
2799	1669.5540	79.2547	10.5595	103.8283	93.4689	-0.1134
2800	1666.2436	78.9446	10.5363	103.4336	93.7290	-0.0731
2801	1675.5125	79.4417	10.5246	103.8410	94.0210	0.1066
2802	1677.0364	80.0379	10.4936	104.3003	93.7988	0.2264
2803	1670.0202	80.2913	10.4997	104.4155	93.4611	0.2603
2804	1666.0481	80.1186	10.5682	104.5092	94.0174	0.2485
2805	1659.8610	80.7439	10.5583	104.4755	93.6068	0.1900
2806	1664.4268	80.2086	10.5915	104.9867	93.6971	0.0559
2807	1656.3276	80.5161	10.6485	105.1872	93.9451	-0.1524
2808	1649.0272	80.3005	10.7612	105.2844	94.2743	-0.1705
2809	1650.6029	80.6403	10.6240	106.1047	94.4381	-0.1747
2810	1654.3281	80.3576	10.6996	105.8529	94.7301	-0.0560
2811	1650.1480	79.7773	10.7362	105.8435	95.0082	0.0462
2812	1651.9046	79.0258	10.7353	106.0430	95.1446	0.1917
2813	1649.3131	78.8180	10.7131	106.3479	95.3536	0.3454
2814	1654.9213	78.9190	10.6964	106.3648	95.7204	0.2593
2815	1652.5106	79.1885	10.5579	106.8316	96.4428	0.1617
2816	1647.9206	79.5360	10.5399	106.6407	96.2775	0.0025
2817	1644.7883	79.2314	10.5957	106.2044	96.6397	-0.1114
2818	1659.0825	78.6421	10.6476	106.5016	96.2220	-0.2053
2819	1671.5642	78.8922	10.5948	106.8752	96.0163	-0.1055
2820	1676.7591	79.4767	10.4541	107.1281	95.9119	-0.0514
2821	1678.6927	79.7147	10.5300	107.3605	96.2086	0.1441
2822	1678.8490	80.2766	10.5369	107.2581	95.9405	0.3022
2823	1672.2962	80.3119	10.6192	106.4979	95.2392	0.3201
2824	1678.4114	80.4823	10.7358	106.9378	95.4670	0.3033
2825	1680.5899	81.0247	10.6995	106.7771	95.8175	0.2238
2826	1684.8174	81.0360	10.7550	106.5789	95.9599	0.1230
2827	1699.2303	81.0194	10.7119	106.9999	95.7836	-0.0547
2828	1693.6197	81.7484	10.8278	107.3518	95.6503	-0.1508
2829	1692.0613	81.8810	10.6821	107.3516	95.6348	-0.0783
2830	1684.5760	81.8823	10.7217	106.8872	95.8476	0.0635
2831	1681.9712	81.2140	10.8344	106.7776	96.1586	0.2041
2832	1685.8232	80.8314	10.8117	107.1412	96.4626	0.2710
2833	1682.3155	80.1979	10.8548	107.5361	96.9642	0.3566
2834	1684.4692	80.5102	10.7680	107.4379	96.8761	0.3298
2835	1680.5078	80.3306	10.7865	107.4917	96.7430	0.2365
2836	1674.6482	80.5988	10.7192	107.3633	96.6445	0.1484
2837	1680.2252	79.5108	10.7159	107.6747	96.6713	-0.1285
2838	1679.8423	79.8968	10.7115	107.7602	96.9315	-0.2561
2839	1680.6307	80.5983	10.7113	108.2388	96.7898	-0.2385
2840	1688.2425	80.5313	10.7020	107.7468	97.0825	-0.0370
2841	1673.5046	80.6488	10.7146	107.5960	97.3245	0.0508
2842	1666.4577	79.9738	10.8607	107.9516	97.0971	0.1730
2843	1674.3056	79.7937	10.8170	108.0744	96.9712	0.1687
2844	1681.4929	79.9178	10.8187	107.7412	96.9583	0.3343
2845	1676.5920	80.3388	10.6898	107.7679	97.1356	0.1633
2846	1685.8057	80.2861	10.7119	107.9430	97.1971	0.0547
2847	1695.8547	79.8546	10.6419	107.9735	97.6254	-0.0559
2848	1703.1195	80.6252	10.5539	107.4461	96.9468	-0.1106
2849	1693.0854	80.6323	10.6243	107.2986	96.8631	-0.1854
2850	1700.3005	80.6246	10.6603	107.1084	96.9815	-0.1205
2851	1696.9582	81.0637	10.7190	106.8267	97.7187	0.0231
2852	1690.4426	80.4896	10.8011	106.4266	97.2243	0.2072
2853	1693.9905	80.5118	10.7336	106.9068	97.4045	0.2897
2854	1693.7051	80.5568	10.7710	106.7174	97.2027	0.2665
2855	1690.3934	81.0797	10.6937	106.8751	97.2128	0.1568
2856	1669.8558	81.5930	10.7782	106.6732	97.2596	0.0291
2857	1684.0880	81.1714	10.8067	106.6477	97.0037	-0.0499
2858	1693.1118	81.0835	10.7476	106.5946	96.6681	-0.0906
2859	1696.7781	81.8605	10.6850	106.4670	96.4489	-0.1549
2860	1700.8454	81.6525	10.7032	106.6690	96.7466	0.0370
2861	1689.8711	81.8525	10.7645	106.2891	96.7425	0.1411
2862	1683.8270	81.5037	10.7925	107.1521	96.9879	0.3080
2863	1680.6855	81.6586	10.7698	107.2307	96.9450	0.3378
2864	1682.6927	81.1815	10.7852	107.6646	96.6336	0.2351
2865	1683.9211	80.8262	10.7591	107.4165	96.2979	0.2200
2866	1697.8296	80.9520	10.6842	107.1082	96.7027	0.1081
2867	1711.7169	81.1041	10.7158	106.3937	96.4631	-0.0329
2868	1707.6626	81.1010	10.7956	106.3052	96.0350	-0.0367
2869	1713.7425	81.5751	10.7571	106.6511	95.4715	-0.0856
2870	1699.4072	81.3870	10.8123	106.8066	95.4428	0.0226
2871	1705.1605	81.3054	10.8520	106.8072	95.5449	0.1187
2872	1718.5940	81.8088	10.8368	106.9214	95.0475	0.3023
2873	1707.7539	82.4560	10.8099	107.0339	95.5466	0.3482
2874	1708.5671	82.0718	10.7887	107.7432	95.6685	0.3504
2875	1708.6219	82.0275	10.9051	107.6191	96.0906	0.2557
2876	1687.3856	81.3892	10.8715	108.0546	96.2976	0.1247
2877	1682.5460	81.5263	10.9016	108.2776	96.4942	0.0268
2878	1677.6166	81.1648	10.8742	107.8330	96.9558	-0.2150
2879	1689.9754	80.3399	10.8670	107.3144	96.6802	-0.2208
2880	1709.4474	80.4165	10.8805	107.6633	96.6093	-0.1066
2881	1711.6414	81.2896	10.7951	107.7571	97.2492	0.0943
2882	1714.2085	81.2976	10.8222	107.8521	97.6042	0.3225
2883	1701.7748	81.1823	10.8275	108.2017	97.5299	0.2744
2884	1701.2008	81.1062	10.8436	108.3136	97.7519	0.2364
2885	1701.0406	81.3291	10.9131	108.6138	98.3164	0.2295
2886	1694.9135	81.2530	10.8942	108.1048	97.9659	0.0418
2887	1704.5195	81.5575	10.9376	108.4066	97.6827	-0.1107
2888	1699.7298	81.3525	10.8669	109.1684	97.7094	-0.1442
2889	1704.2720	81.3054	10.8052	108.4146	97.6594	-0.0522
2890	1702.1299	81.8895	10.8409	108.2263	98.2095	0.0038
2891	1692.1579	81.1160	10.9504	107.7659	98.2875	0.1019
2892	1703.8810	80.9185	10.9682	108.2908	97.8316	0.2016
2893	1691.5692	81.0082	10.8966	108.0352	97.4456	0.3398
2894	1696.2009	81.1794	10.8947	108.4604	97.2847	0.2734
2895	1680.4030	81.8511	10.9865	108.7062	97.1187	0.1397
2896	1677.6261	81.9411	11.0081	108.8060	97.2171	-0.0141
2897	1667.8335	81.4061	11.0721	109.1526	97.8522	-0.2042
2898	1667.9974	81.2649	10.9997	109.2656	97.6778	-0.2619
2899	1681.5518	80.7888	10.8908	109.6326	97.9011	-0.2704
2900	1679.8344	80.7231	10.8603	109.3613	98.3178	-0.1395
2901	1662.2481	80.5395	10.8037	109.2139	98.1944	0.0165
2902	1662.9537	80.2731	10.8068	109.1493	98.6381	0.2556
2903	1669.0999	80.4619	10.7263	108.8519	98.8955	0.2569
2904	1662.4831	80.5692	10.7514	108.6346	99.2533	0.3629
2905	1657.3498	79.5737	10.6835	108.6893	99.0374	0.2705
2906	1666.4809	79.4832	10.7489	108.4247	99.1423	0.1731
2907	1666.6664	79.2956	10.6857	108.5842	99.2087	-0.0400
2908	1673.4549	79.0929	10.6503	108.8368	98.8212	-0.0907
2909	1671.1733	80.2434	10.5380	109.5366	99.3575	-0.0695
2910	1679.0438	80.3374	10.5731	109.0395	98.7682	-0.0168
2911	1669.5615	81.0502	10.6731	108.7957	98.5153	0.1160
2912	1665.4244	80.9518	10.7078	108.1246	98.3032	0.1595
2913	1682.9324	80.5933	10.7738	107.7884	97.8566	0.2310
2914	1681.3798	80.1321	10.7662	108.0316	97.6141	0.2391
2915	1669.7932	80.2272	10.7410	108.1620	97.7656	0.1036
2916	1665.9435	79.8711	10.6686	107.7948	97.4569	0.0725
2917	1654.9389	79.9474	10.6836	107.2634	97.8448	-0.0890
2918	1651.2513	80.7169	10.6827	107.0571	97.7642	-0.1957
